,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
1572,84745658475753,2019,Pietrangelo-Faulk,STL,pairing,5on5,63,19361.0,336.0,0.56,0.54,0.53,183.41,15.18,12.2,41.88,5.88,104.85,78.0,14.6,15.51,14.93,189.0,69.0,82.0,340.0,17.0,12.0,2.0,40.0,7.0,72.0,110.0,172.0,241.0,20.0,40.0,139.0,123.0,43.0,37.0,200.0,44.0,14.0,6.03,5.36,3.8,9.0,5.0,3.0,345.09,258.0,262.19,23.0,2.5,2.85,3.47,14.21,14.5,14.29,161.61,12.08,10.49,39.61,5.44,90.11,67.29,11.67,11.92,11.52,157.0,68.0,60.0,285.0,16.0,11.0,1.0,41.0,5.0,76.0,76.0,141.0,209.0,19.0,38.0,153.0,101.0,51.0,54.0,173.0,42.0,10.0,4.53,4.97,2.58,8.0,7.0,1.0,283.19,225.0,223.54,37.0,2.15,2.01,2.01,12.22,12.09,11.88
11080,84801578482516,2022,Rosen-Kessel,STL,pairing,5on5,2,1370.0,6.0,0.6,0.71,0.67,13.73,0.98,0.89,3.74,0.48,8.2,5.71,0.97,0.94,0.93,18.0,2.0,7.0,27.0,0.0,1.0,0.0,2.0,0.0,8.0,9.0,18.0,20.0,1.0,2.0,16.0,6.0,3.0,1.0,17.0,2.0,1.0,0.46,0.27,0.25,0.0,0.0,0.0,26.71,20.0,19.7,0.0,0.18,0.19,0.19,0.97,0.92,0.91,6.79,0.65,0.45,1.72,0.27,3.85,3.06,0.63,0.74,0.71,7.0,3.0,1.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,9.0,1.0,2.0,9.0,15.0,3.0,1.0,8.0,1.0,1.0,0.25,0.09,0.31,0.0,0.0,1.0,12.4,10.0,11.03,1.0,0.09,0.31,0.31,0.43,0.48,0.47
11085,84751818476792,2023,Krug-Leddy,STL,pairing,5on5,42,2424.0,307.0,0.36,0.4,0.46,20.66,1.36,1.19,4.55,0.62,11.15,9.14,1.31,1.33,1.29,13.0,15.0,7.0,35.0,1.0,1.0,0.0,3.0,0.0,11.0,12.0,12.0,27.0,3.0,6.0,4.0,16.0,3.0,1.0,23.0,5.0,0.0,0.75,0.61,0.0,1.0,0.0,0.0,33.73,28.0,27.08,1.0,0.24,0.01,0.0,1.6,1.57,1.52,24.63,2.46,1.88,5.82,0.8,12.83,9.2,2.33,2.42,2.31,27.0,6.0,19.0,52.0,2.0,3.0,0.0,6.0,0.0,9.0,13.0,25.0,31.0,2.0,4.0,3.0,11.0,5.0,5.0,21.0,9.0,3.0,0.52,1.27,0.68,1.0,1.0,0.0,52.89,33.0,33.12,3.0,0.4,0.68,0.68,2.18,2.16,2.13
4654,84774638478859,2020,Mikkola-Santini,STL,pairing,5on5,2,663.0,11.0,0.43,0.57,0.67,4.63,0.41,0.25,1.24,0.15,2.24,1.72,0.41,0.37,0.37,4.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,5.0,0.0,0.0,4.0,6.0,2.0,2.0,4.0,1.0,1.0,0.1,0.09,0.22,1.0,0.0,0.0,7.86,6.0,5.8,2.0,0.05,0.0,0.0,0.46,0.42,0.42,2.11,0.53,0.14,0.58,0.07,0.91,0.78,0.52,0.6,0.59,3.0,0.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,7.0,9.0,2.0,3.0,2.0,0.0,1.0,0.06,0.0,0.47,0.0,0.0,1.0,6.47,3.0,3.26,2.0,0.03,0.47,0.47,0.09,0.1,0.1
13741,84751818476892,2023,Leddy-Parayko,STL,pairing,5on5,82,77322.0,137.0,0.44,0.44,0.44,580.6,47.54,36.88,146.3,19.3,317.23,235.74,45.87,47.68,46.0,564.0,239.0,284.0,1087.0,49.0,48.0,5.0,116.0,0.0,278.0,312.0,515.0,754.0,66.0,136.0,620.0,469.0,220.0,168.0,614.0,142.0,47.0,16.62,18.17,12.75,26.0,17.0,6.0,1085.76,803.0,804.96,94.0,7.66,9.91,10.1,45.1,45.21,44.43,728.97,61.04,46.89,182.07,24.64,397.95,295.4,58.8,60.82,58.6,676.0,332.0,396.0,1404.0,54.0,72.0,9.0,158.0,2.0,342.0,380.0,622.0,954.0,69.0,147.0,689.0,404.0,222.0,159.0,758.0,198.0,52.0,21.61,24.73,14.7,25.0,19.0,10.0,1404.39,1008.0,1007.71,74.0,9.75,14.11,14.11,56.68,56.65,55.58
9670,84768928481006,2022,Tucker-Parayko,STL,pairing,5on5,18,1918.0,136.0,0.5,0.47,0.47,11.46,1.12,0.76,2.74,0.38,6.45,4.55,1.09,1.07,1.04,13.0,3.0,6.0,22.0,2.0,1.0,0.0,2.0,1.0,5.0,5.0,11.0,14.0,0.0,0.0,11.0,15.0,4.0,5.0,11.0,3.0,2.0,0.34,0.35,0.43,0.0,1.0,1.0,21.06,16.0,15.24,4.0,0.16,0.23,0.23,1.06,1.01,1.01,13.5,1.1,0.94,3.13,0.43,7.02,5.38,1.08,1.2,1.17,13.0,5.0,7.0,25.0,3.0,0.0,0.0,3.0,1.0,4.0,7.0,10.0,15.0,1.0,2.0,15.0,11.0,4.0,1.0,14.0,3.0,1.0,0.49,0.27,0.34,1.0,1.0,1.0,26.77,18.0,18.84,1.0,0.19,0.0,0.0,1.3,1.41,1.37
7325,84741458475753,2021,Faulk-Bortuzzo,STL,pairing,5on5,49,2727.0,458.0,0.43,0.45,0.46,20.47,1.68,1.24,4.53,0.68,10.91,8.96,1.67,1.68,1.68,19.0,9.0,9.0,37.0,1.0,0.0,0.0,4.0,0.0,6.0,17.0,18.0,27.0,1.0,2.0,9.0,14.0,3.0,12.0,21.0,7.0,0.0,0.78,0.89,0.0,0.0,1.0,0.0,37.39,28.0,28.34,7.0,0.26,0.0,0.0,1.94,1.93,1.93,22.56,2.2,1.67,5.08,0.79,13.57,9.69,2.18,2.22,2.2,26.0,7.0,13.0,46.0,1.0,4.0,1.0,4.0,1.0,6.0,17.0,25.0,32.0,0.0,0.0,9.0,12.0,2.0,4.0,24.0,7.0,2.0,0.81,0.87,0.52,0.0,0.0,1.0,45.17,33.0,32.47,1.0,0.34,0.78,0.54,2.01,2.02,2.01
2884,84757538478859,2020,Mikkola-Faulk,STL,pairing,5on5,24,2200.0,197.0,0.46,0.4,0.4,14.16,1.1,0.84,3.59,0.44,7.18,5.84,1.1,1.17,1.16,14.0,5.0,5.0,24.0,1.0,0.0,0.0,5.0,0.0,3.0,10.0,13.0,18.0,3.0,6.0,19.0,18.0,2.0,7.0,14.0,5.0,0.0,0.41,0.69,0.0,0.0,1.0,0.0,24.81,19.0,19.55,6.0,0.18,0.0,0.0,1.28,1.35,1.35,19.54,1.27,1.21,4.85,0.66,11.66,8.36,1.24,1.31,1.28,14.0,14.0,8.0,36.0,0.0,0.0,0.0,5.0,0.0,12.0,11.0,14.0,28.0,6.0,12.0,6.0,16.0,4.0,7.0,22.0,6.0,0.0,0.6,0.67,0.0,0.0,0.0,0.0,36.67,28.0,28.48,2.0,0.25,0.0,0.0,1.51,1.57,1.52
5222,84741458474618,2021,Scandella-Bortuzzo,STL,pairing,5on5,50,10960.0,363.0,0.4,0.4,0.41,64.72,5.65,4.53,14.38,2.07,36.73,26.65,5.52,5.69,5.57,70.0,20.0,24.0,114.0,7.0,3.0,1.0,12.0,4.0,20.0,44.0,63.0,83.0,16.0,38.0,74.0,91.0,20.0,30.0,67.0,19.0,4.0,2.4,2.25,1.0,3.0,3.0,1.0,116.54,90.0,91.81,16.0,0.94,0.62,0.62,5.96,6.03,5.98,94.27,8.55,6.37,21.84,3.02,53.23,38.99,8.27,8.57,8.29,95.0,37.0,40.0,172.0,4.0,5.0,1.0,20.0,5.0,50.0,48.0,91.0,128.0,15.0,36.0,82.0,66.0,32.0,22.0,97.0,28.0,7.0,3.34,3.37,1.83,2.0,1.0,1.0,168.16,132.0,129.44,12.0,1.32,1.28,1.28,8.6,8.61,8.48
4602,84746188476792,2020,Scandella-Krug,STL,pairing,5on5,26,1665.0,225.0,0.32,0.34,0.38,14.61,1.31,1.06,3.48,0.46,7.57,6.1,1.3,1.38,1.37,14.0,6.0,2.0,22.0,1.0,2.0,1.0,5.0,0.0,5.0,7.0,13.0,19.0,2.0,4.0,11.0,11.0,2.0,1.0,14.0,5.0,1.0,0.38,0.6,0.33,0.0,0.0,1.0,22.38,20.0,20.38,0.0,0.22,0.47,0.47,1.06,1.08,1.08,23.67,2.74,1.73,5.22,0.7,12.79,8.83,2.58,2.75,2.59,26.0,6.0,11.0,43.0,2.0,4.0,0.0,4.0,0.0,15.0,7.0,24.0,30.0,0.0,0.0,10.0,10.0,2.0,4.0,21.0,6.0,5.0,0.59,0.76,1.4,1.0,1.0,0.0,43.02,32.0,32.03,1.0,0.36,1.17,1.17,1.94,1.92,1.91
13838,84757538481059,2023,Perunovich-Faulk,STL,pairing,5on5,35,8893.0,182.0,0.57,0.52,0.52,84.1,8.03,5.46,21.55,2.77,44.83,33.35,7.71,8.07,7.73,77.0,39.0,30.0,146.0,9.0,8.0,3.0,19.0,0.0,47.0,33.0,68.0,107.0,5.0,13.0,56.0,68.0,15.0,19.0,83.0,23.0,10.0,2.26,2.98,2.79,1.0,3.0,5.0,144.18,116.0,115.19,11.0,1.13,1.75,1.75,7.42,7.37,7.23,77.96,6.07,5.0,19.57,2.63,42.68,31.05,5.93,6.06,5.92,74.0,33.0,30.0,137.0,6.0,7.0,0.0,17.0,0.0,31.0,46.0,68.0,101.0,6.0,19.0,46.0,64.0,27.0,22.0,80.0,23.0,4.0,2.09,2.85,1.13,4.0,1.0,1.0,136.75,107.0,106.57,14.0,1.03,1.17,1.17,5.93,5.94,5.84
4627,84741458478859,2020,Mikkola-Bortuzzo,STL,pairing,5on5,22,9861.0,88.0,0.5,0.47,0.49,63.73,5.1,4.32,15.2,2.07,35.8,25.51,5.03,5.22,5.15,59.0,29.0,28.0,116.0,5.0,6.0,2.0,14.0,1.0,33.0,29.0,54.0,83.0,7.0,20.0,55.0,104.0,14.0,29.0,66.0,18.0,4.0,1.86,2.16,1.09,2.0,2.0,1.0,119.53,88.0,90.91,20.0,0.89,1.1,1.1,4.89,5.01,4.97,64.76,5.07,4.33,16.14,2.23,36.26,25.97,4.85,5.04,4.82,56.0,34.0,41.0,131.0,6.0,8.0,2.0,12.0,1.0,29.0,34.0,50.0,84.0,8.0,22.0,68.0,92.0,8.0,23.0,67.0,19.0,4.0,1.66,2.36,1.05,2.0,3.0,1.0,128.97,90.0,89.25,10.0,0.9,1.39,1.39,4.57,4.53,4.47
11123,84746188475181,2023,Leddy-Scandella,STL,pairing,5on5,27,1160.0,212.0,0.57,0.5,0.4,7.45,0.61,0.53,1.59,0.21,4.07,2.99,0.61,0.6,0.6,5.0,5.0,7.0,17.0,1.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,9.0,0.0,0.0,2.0,5.0,1.0,3.0,6.0,4.0,0.0,0.17,0.44,0.0,0.0,1.0,0.0,16.54,10.0,9.89,2.0,0.11,0.0,0.0,0.71,0.71,0.71,11.1,0.45,0.58,2.83,0.34,6.41,4.39,0.45,0.44,0.44,12.0,3.0,2.0,17.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,12.0,15.0,0.0,0.0,3.0,5.0,4.0,2.0,14.0,1.0,0.0,0.28,0.17,0.0,0.0,0.0,0.0,16.77,15.0,14.69,0.0,0.11,0.0,0.0,0.56,0.55,0.55
5216,84741458476892,2021,Parayko-Bortuzzo,STL,pairing,5on5,50,2470.0,469.0,0.58,0.47,0.51,19.37,2.0,1.38,4.49,0.62,10.43,8.08,1.98,2.05,2.03,22.0,5.0,6.0,33.0,4.0,2.0,0.0,2.0,1.0,3.0,15.0,18.0,23.0,2.0,4.0,5.0,20.0,6.0,5.0,18.0,7.0,2.0,0.65,0.88,0.47,2.0,2.0,0.0,33.71,27.0,27.41,4.0,0.29,0.42,0.42,1.87,1.94,1.94,18.19,1.45,1.21,4.44,0.65,10.44,7.81,1.42,1.48,1.45,16.0,10.0,11.0,37.0,1.0,2.0,0.0,3.0,0.0,10.0,10.0,15.0,25.0,2.0,4.0,3.0,13.0,4.0,4.0,18.0,8.0,0.0,0.59,0.86,0.0,0.0,1.0,0.0,37.17,26.0,26.02,2.0,0.25,0.17,0.17,1.53,1.55,1.54
2387,84746188476892,2019,Scandella-Parayko,STL,pairing,5on5,10,9118.0,13.0,0.58,0.55,0.55,69.89,6.19,4.92,16.66,2.19,39.61,27.44,5.78,6.24,5.83,79.0,18.0,36.0,133.0,5.0,9.0,1.0,14.0,3.0,34.0,32.0,74.0,92.0,8.0,16.0,73.0,63.0,19.0,21.0,72.0,18.0,7.0,2.1,2.25,1.83,2.0,2.0,1.0,133.58,97.0,97.54,13.0,1.01,2.15,1.68,5.51,5.54,5.39,55.7,4.41,3.8,13.75,1.85,32.29,22.9,4.25,4.29,4.14,57.0,22.0,32.0,111.0,3.0,5.0,0.0,18.0,2.0,20.0,31.0,54.0,76.0,3.0,6.0,57.0,56.0,18.0,17.0,58.0,18.0,3.0,1.32,2.22,0.87,1.0,2.0,0.0,108.61,79.0,77.18,10.0,0.79,1.05,1.05,4.15,4.06,3.98
391,84745658478407,2019,Dunn-Pietrangelo,STL,pairing,5on5,56,13048.0,343.0,0.61,0.62,0.63,124.17,10.47,8.02,29.93,4.1,68.81,51.67,9.95,10.69,10.14,135.0,38.0,54.0,227.0,16.0,10.0,3.0,27.0,2.0,36.0,82.0,119.0,157.0,6.0,12.0,114.0,82.0,33.0,25.0,136.0,22.0,15.0,3.99,2.59,3.88,7.0,5.0,4.0,231.65,173.0,176.23,16.0,1.65,2.35,2.55,9.57,9.77,9.57,75.41,6.72,4.73,18.01,2.43,39.56,31.55,6.49,6.63,6.42,86.0,17.0,34.0,137.0,6.0,9.0,1.0,26.0,1.0,27.0,34.0,80.0,97.0,9.0,18.0,75.0,89.0,42.0,24.0,72.0,25.0,6.0,1.96,2.89,1.87,3.0,2.0,1.0,134.6,103.0,101.55,16.0,0.98,1.77,1.77,5.93,5.9,5.85
373,84741458478407,2019,Dunn-Bortuzzo,STL,pairing,5on5,37,16510.0,128.0,0.49,0.53,0.5,124.77,9.52,8.05,30.07,4.12,70.94,52.3,9.1,9.51,9.08,128.0,47.0,56.0,231.0,12.0,7.0,0.0,27.0,6.0,58.0,65.0,116.0,163.0,26.0,63.0,123.0,131.0,44.0,32.0,137.0,33.0,5.0,3.7,4.39,1.43,7.0,3.0,2.0,232.17,175.0,175.08,22.0,1.64,1.58,1.58,9.58,9.57,9.4,126.67,9.87,8.27,29.55,4.17,69.52,53.63,9.35,9.72,9.22,123.0,52.0,33.0,208.0,6.0,12.0,0.0,36.0,1.0,54.0,66.0,117.0,169.0,27.0,63.0,134.0,130.0,32.0,45.0,134.0,32.0,9.0,3.66,3.79,2.41,3.0,3.0,0.0,205.98,175.0,173.88,32.0,1.7,2.07,2.0,9.56,9.45,9.24
5832,84746188476892,2021,Scandella-Parayko,STL,pairing,5on5,65,34004.0,258.0,0.44,0.42,0.42,229.48,20.73,16.28,50.81,7.24,131.51,94.42,20.46,21.22,20.95,239.0,82.0,90.0,411.0,27.0,14.0,4.0,48.0,5.0,93.0,134.0,212.0,294.0,33.0,69.0,310.0,185.0,79.0,90.0,233.0,74.0,14.0,7.92,9.03,3.78,10.0,14.0,3.0,424.94,321.0,329.22,45.0,3.36,2.72,2.63,21.46,21.94,21.77,321.88,25.99,21.63,76.59,10.61,181.34,132.84,24.98,25.72,24.72,322.0,127.0,123.0,572.0,25.0,23.0,4.0,77.0,7.0,160.0,157.0,297.0,424.0,32.0,69.0,270.0,177.0,90.0,71.0,342.0,84.0,23.0,10.21,9.73,6.05,11.0,7.0,7.0,563.92,449.0,444.37,44.0,4.48,4.67,4.79,25.68,25.4,24.77
9126,84751818476892,2022,Leddy-Parayko,STL,pairing,5on5,75,59761.0,127.0,0.44,0.46,0.46,426.95,36.28,28.74,99.7,13.49,235.32,174.47,35.07,36.24,35.06,414.0,174.0,204.0,792.0,34.0,31.0,4.0,85.0,15.0,207.0,216.0,380.0,554.0,54.0,111.0,467.0,394.0,181.0,106.0,438.0,119.0,31.0,13.24,14.94,8.09,19.0,7.0,8.0,789.32,588.0,586.81,68.0,5.92,6.55,6.77,35.44,35.52,34.95,503.4,46.15,34.27,120.13,16.7,274.15,203.59,44.01,46.28,44.15,513.0,182.0,233.0,928.0,47.0,52.0,11.0,102.0,14.0,222.0,258.0,466.0,648.0,60.0,125.0,502.0,295.0,187.0,143.0,512.0,142.0,41.0,16.26,18.01,11.88,23.0,14.0,10.0,932.72,695.0,697.49,81.0,7.12,10.22,10.22,43.05,43.16,42.09
10373,84757538476892,2022,Parayko-Faulk,STL,pairing,5on5,68,4708.0,581.0,0.44,0.45,0.46,35.18,2.78,2.22,8.7,1.22,19.12,14.95,2.71,2.79,2.72,35.0,14.0,10.0,59.0,3.0,2.0,0.0,7.0,0.0,13.0,24.0,32.0,46.0,4.0,8.0,9.0,20.0,10.0,6.0,38.0,9.0,2.0,1.11,1.1,0.57,2.0,1.0,0.0,58.97,49.0,49.59,1.0,0.45,0.5,0.63,2.6,2.65,2.63,43.53,3.58,2.94,9.69,1.34,22.96,17.49,3.5,3.62,3.54,45.0,13.0,14.0,72.0,1.0,2.0,0.0,8.0,2.0,20.0,25.0,44.0,57.0,1.0,4.0,8.0,24.0,19.0,15.0,40.0,17.0,1.0,1.4,1.94,0.24,0.0,1.0,0.0,72.64,58.0,57.88,4.0,0.6,0.39,0.39,3.79,3.82,3.77
3446,84768928478407,2020,Dunn-Parayko,STL,pairing,5on5,21,5133.0,110.0,0.42,0.52,0.52,34.14,1.55,1.9,8.45,1.11,20.27,15.74,1.52,1.53,1.51,40.0,9.0,24.0,73.0,1.0,0.0,0.0,7.0,0.0,20.0,21.0,39.0,48.0,5.0,13.0,38.0,34.0,7.0,11.0,46.0,2.0,1.0,1.14,0.19,0.22,1.0,0.0,0.0,73.11,49.0,48.57,3.0,0.38,0.0,0.0,1.92,1.91,1.88,33.34,2.15,1.93,7.95,1.03,18.42,14.52,2.1,2.23,2.17,34.0,12.0,21.0,67.0,3.0,1.0,1.0,9.0,0.0,15.0,18.0,31.0,43.0,8.0,19.0,38.0,31.0,7.0,15.0,37.0,7.0,2.0,0.94,0.79,0.42,1.0,2.0,0.0,67.26,46.0,46.22,8.0,0.39,0.18,0.18,2.36,2.43,2.41
12922,84746188481059,2023,Perunovich-Scandella,STL,pairing,5on5,35,15831.0,116.0,0.4,0.46,0.46,119.43,9.09,7.57,30.76,4.01,64.53,49.03,8.89,9.01,8.82,124.0,41.0,66.0,231.0,11.0,11.0,2.0,23.0,0.0,43.0,77.0,113.0,154.0,11.0,22.0,105.0,116.0,43.0,34.0,130.0,25.0,10.0,3.36,2.97,2.76,4.0,5.0,2.0,230.57,165.0,163.96,23.0,1.55,2.11,2.11,8.54,8.57,8.51,139.67,13.81,9.39,36.09,4.99,72.92,53.8,12.64,13.86,12.68,139.0,52.0,80.0,271.0,8.0,25.0,1.0,27.0,1.0,76.0,54.0,131.0,183.0,18.0,38.0,102.0,127.0,33.0,31.0,135.0,36.0,20.0,3.82,4.18,5.8,2.0,5.0,1.0,272.53,191.0,192.6,18.0,1.97,5.08,5.08,10.69,10.73,10.45
3392,84746188478013,2020,Scandella-Walman,STL,pairing,5on5,12,2334.0,91.0,0.48,0.58,0.59,23.23,1.56,1.64,5.38,0.67,13.85,9.9,1.55,1.55,1.54,31.0,2.0,8.0,41.0,1.0,0.0,0.0,4.0,0.0,12.0,16.0,30.0,32.0,1.0,2.0,20.0,11.0,5.0,5.0,27.0,5.0,1.0,0.7,0.58,0.29,1.0,0.0,0.0,40.51,33.0,32.94,4.0,0.34,0.0,0.0,1.9,1.88,1.86,16.55,1.71,1.18,4.03,0.54,9.16,6.39,1.64,1.73,1.65,14.0,9.0,7.0,30.0,3.0,2.0,1.0,0.0,1.0,10.0,7.0,11.0,20.0,1.0,2.0,16.0,18.0,3.0,5.0,18.0,3.0,2.0,0.72,0.35,0.64,2.0,0.0,1.0,30.44,23.0,23.32,4.0,0.25,0.64,0.64,1.32,1.33,1.31
8493,84757538476792,2022,Krug-Faulk,STL,pairing,5on5,63,36779.0,182.0,0.44,0.49,0.49,338.42,27.08,22.2,81.29,10.96,186.69,138.78,26.42,27.14,26.49,349.0,118.0,131.0,598.0,26.0,27.0,4.0,69.0,14.0,155.0,176.0,323.0,441.0,36.0,75.0,307.0,251.0,82.0,81.0,359.0,89.0,19.0,10.91,11.02,5.14,8.0,14.0,4.0,592.84,467.0,463.77,46.0,4.59,5.17,5.17,26.5,26.61,26.22,351.54,34.62,24.63,84.21,11.78,188.71,139.06,32.65,34.5,32.55,341.0,142.0,143.0,626.0,34.0,51.0,7.0,67.0,7.0,149.0,175.0,307.0,449.0,37.0,77.0,337.0,194.0,120.0,73.0,338.0,106.0,39.0,10.82,12.44,11.36,12.0,14.0,8.0,631.65,483.0,484.51,51.0,5.11,11.14,11.14,28.6,28.55,27.91
13620,84746188481006,2023,Scandella-Tucker,STL,pairing,5on5,21,12206.0,65.0,0.38,0.4,0.41,76.84,5.77,4.65,18.01,2.35,41.67,31.54,5.68,5.84,5.76,73.0,31.0,33.0,137.0,10.0,5.0,0.0,13.0,1.0,32.0,43.0,63.0,94.0,16.0,41.0,78.0,141.0,29.0,25.0,82.0,18.0,4.0,2.57,2.08,1.12,5.0,4.0,1.0,138.69,104.0,105.51,17.0,0.96,0.88,0.88,5.85,5.93,5.89,106.51,9.25,6.89,26.36,3.67,56.75,44.08,9.07,9.25,9.08,106.0,41.0,59.0,206.0,10.0,11.0,2.0,29.0,1.0,51.0,45.0,96.0,137.0,12.0,33.0,82.0,88.0,41.0,34.0,103.0,39.0,5.0,2.85,4.93,1.47,4.0,6.0,0.0,206.23,147.0,147.78,12.0,1.43,1.79,1.79,8.9,8.95,8.84
1929,84741258475753,2019,Gunnarsson-Faulk,STL,pairing,5on5,22,3435.0,160.0,0.54,0.43,0.5,24.35,2.0,1.61,5.65,0.77,13.75,10.22,1.88,2.06,1.95,25.0,9.0,7.0,41.0,1.0,4.0,0.0,5.0,0.0,12.0,12.0,24.0,33.0,4.0,8.0,26.0,20.0,9.0,10.0,24.0,8.0,2.0,0.59,0.88,0.53,1.0,0.0,0.0,42.49,34.0,34.95,3.0,0.33,0.46,0.46,1.87,1.91,1.84,23.91,1.72,1.47,5.6,0.74,13.83,10.64,1.68,1.72,1.67,24.0,10.0,20.0,54.0,1.0,1.0,0.0,4.0,0.0,18.0,10.0,23.0,33.0,5.0,10.0,22.0,24.0,18.0,12.0,26.0,5.0,3.0,0.44,0.57,0.7,1.0,0.0,0.0,51.94,34.0,33.01,6.0,0.3,0.27,0.27,1.76,1.73,1.71
13819,84767928476892,2023,Krug-Parayko,STL,pairing,5on5,40,1722.0,330.0,0.68,0.65,0.64,21.85,1.58,1.2,5.33,0.71,11.55,9.61,1.58,1.56,1.56,22.0,8.0,12.0,42.0,0.0,1.0,0.0,7.0,0.0,9.0,13.0,22.0,30.0,1.0,5.0,3.0,7.0,2.0,4.0,24.0,5.0,1.0,0.6,0.57,0.41,0.0,0.0,0.0,41.4,30.0,29.67,2.0,0.24,0.41,0.41,1.42,1.42,1.42,12.29,0.74,0.82,3.09,0.44,6.8,5.12,0.73,0.75,0.74,11.0,6.0,6.0,23.0,1.0,1.0,0.0,4.0,0.0,5.0,6.0,10.0,16.0,2.0,7.0,4.0,6.0,3.0,8.0,14.0,3.0,0.0,0.41,0.33,0.0,0.0,1.0,0.0,24.04,17.0,17.62,4.0,0.17,0.03,0.03,0.88,0.89,0.88
3580,84767928476892,2020,Krug-Parayko,STL,pairing,5on5,23,7519.0,124.0,0.6,0.5,0.53,69.34,6.42,4.75,16.9,2.7,37.73,27.5,6.18,6.43,6.18,77.0,19.0,16.0,112.0,7.0,13.0,3.0,16.0,1.0,22.0,37.0,70.0,89.0,7.0,14.0,66.0,37.0,10.0,9.0,73.0,14.0,9.0,2.04,1.72,2.67,2.0,3.0,2.0,111.46,96.0,95.52,7.0,0.98,2.49,2.49,4.92,4.97,4.91,59.23,4.26,3.73,15.15,1.99,33.89,24.99,4.13,4.27,4.14,63.0,21.0,28.0,112.0,4.0,8.0,2.0,16.0,1.0,27.0,28.0,59.0,80.0,7.0,14.0,65.0,26.0,13.0,13.0,70.0,10.0,4.0,1.69,1.29,1.29,0.0,2.0,2.0,110.89,84.0,83.72,10.0,0.76,1.55,1.55,3.48,3.48,3.41
