,team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
82,VAN,2019,VAN,VAN,Team Level,5on5,69,0.48,0.48,0.49,197719.0,1631.12,134.05,105.82,385.56,54.31,919.51,692.81,129.81,134.35,130.07,1640.0,653.0,741.0,3034.0,142.0,136.0,27.0,410.0,61.0,643.0,901.0,1498.0,2151.0,215.0,467.0,1623.0,1260.0,395.0,472.0,1759.0,418.0,116.0,49.93,50.85,33.26,55.0,58.0,29.0,3041.71,2293.0,2295.04,312.0,21.77,30.28,30.39,125.37,125.5,123.59,1703.55,142.38,112.37,398.81,56.02,946.31,713.29,138.23,143.17,138.99,1770.0,602.0,854.0,3226.0,145.0,129.0,24.0,448.0,70.0,676.0,904.0,1625.0,2227.0,222.0,479.0,1402.0,1230.0,338.0,463.0,1811.0,432.0,129.0,54.2,52.56,35.62,59.0,52.0,34.0,3224.78,2372.0,2379.38,290.0,23.2,27.84,28.02,137.38,138.3,136.21
620,VAN,2022,VAN,VAN,Team Level,other,82,0.53,0.56,0.56,9279.0,162.07,31.82,12.27,29.27,5.53,90.03,55.08,29.32,31.82,29.32,149.0,75.0,65.0,289.0,33.0,13.0,2.0,19.0,5.0,77.0,77.0,116.0,191.0,5.0,10.0,111.0,25.0,21.0,21.0,122.0,55.0,47.0,4.62,6.74,20.47,7.0,8.0,18.0,289.0,224.0,224.0,7.0,3.56,4.17,4.17,31.21,31.21,29.34,124.74,28.53,8.84,21.23,4.14,68.47,43.78,26.79,28.53,26.79,125.0,50.0,53.0,228.0,33.0,5.0,2.0,22.0,10.0,51.0,54.0,92.0,142.0,6.0,15.0,111.0,26.0,16.0,18.0,90.0,53.0,32.0,3.53,6.92,18.08,3.0,14.0,16.0,228.0,175.0,175.0,10.0,2.51,1.75,1.75,29.3,29.3,27.55
621,VAN,2022,VAN,VAN,Team Level,all,82,0.48,0.49,0.49,299507.0,2422.93,245.86,177.5,553.08,81.27,1375.8,953.49,234.87,245.31,234.35,2438.0,949.0,1127.0,4514.0,270.0,230.0,38.0,508.0,95.0,1055.0,1229.0,2168.0,3117.0,286.0,680.0,2273.0,2024.0,519.0,562.0,2446.0,680.0,261.0,71.34,82.43,92.08,77.0,102.0,91.0,4490.54,3387.0,3369.46,315.0,39.87,50.11,50.29,235.43,234.89,228.53,2537.51,262.51,181.73,583.29,84.68,1393.89,1010.91,249.65,264.33,251.45,2527.0,990.0,1139.0,4656.0,296.0,253.0,40.0,506.0,93.0,1152.0,1217.0,2231.0,3221.0,312.0,728.0,2320.0,1649.0,489.0,619.0,2499.0,733.0,285.0,75.23,90.35,96.93,106.0,92.0,98.0,4708.26,3517.0,3554.99,354.0,40.28,54.29,54.36,248.44,250.41,243.39
622,VAN,2022,VAN,VAN,Team Level,5on5,82,0.46,0.48,0.48,243389.0,1801.93,156.24,124.38,430.54,60.11,1013.44,734.29,150.66,155.7,150.12,1848.0,671.0,862.0,3381.0,170.0,169.0,32.0,418.0,73.0,752.0,937.0,1678.0,2349.0,258.0,624.0,1700.0,1904.0,443.0,466.0,1880.0,495.0,144.0,55.86,59.81,40.57,62.0,72.0,36.0,3357.54,2519.0,2501.46,286.0,25.7,35.97,36.36,145.58,145.04,142.98,1998.15,180.11,136.59,479.95,66.92,1102.26,811.18,172.35,181.94,174.14,1989.0,788.0,941.0,3718.0,193.0,199.0,28.0,425.0,71.0,926.0,963.0,1796.0,2584.0,289.0,681.0,1811.0,1535.0,402.0,533.0,2043.0,547.0,187.0,61.61,67.66,50.84,86.0,62.0,45.0,3770.26,2777.0,2814.99,317.0,28.38,40.36,40.77,167.73,169.7,166.33
665,VAN,2023,VAN,VAN,Team Level,other,82,0.46,0.44,0.42,10783.0,123.02,33.76,8.86,21.46,4.19,65.42,40.31,32.16,33.76,32.16,113.0,61.0,66.0,240.0,31.0,10.0,4.0,18.0,4.0,64.0,47.0,82.0,143.0,11.0,20.0,120.0,36.0,18.0,13.0,82.0,37.0,55.0,3.19,4.7,25.87,3.0,5.0,23.0,240.0,174.0,174.0,9.0,2.52,4.11,4.11,32.17,32.17,31.19,177.78,39.1,13.68,32.25,6.32,97.59,51.05,34.53,39.1,34.53,163.0,77.0,67.0,307.0,32.0,27.0,4.0,28.0,1.0,91.0,61.0,131.0,208.0,6.0,10.0,124.0,36.0,16.0,15.0,124.0,57.0,59.0,4.83,7.53,26.75,6.0,7.0,19.0,307.0,240.0,240.0,6.0,4.15,10.04,10.04,33.21,33.21,30.86
624,VAN,2022,VAN,VAN,Team Level,5on4,82,0.88,0.89,0.86,25726.0,408.54,51.41,37.97,86.31,14.12,257.44,132.75,48.63,51.41,48.63,385.0,195.0,191.0,771.0,57.0,46.0,4.0,68.0,17.0,222.0,170.0,328.0,523.0,13.0,26.0,285.0,18.0,17.0,56.0,407.0,115.0,58.0,9.52,13.78,28.1,5.0,19.0,33.0,771.0,580.0,580.0,4.0,9.95,9.68,9.46,51.9,51.9,49.56,69.35,6.81,3.54,9.57,2.03,21.33,48.71,6.76,6.81,6.76,78.0,14.0,8.0,100.0,12.0,0.0,0.0,9.0,0.0,13.0,58.0,66.0,80.0,5.0,10.0,171.0,69.0,54.0,27.0,60.0,23.0,9.0,1.68,2.82,2.31,4.0,3.0,5.0,100.0,92.0,92.0,24.0,0.83,0.0,0.0,7.64,7.64,7.59
83,VAN,2019,VAN,VAN,Team Level,4on5,69,0.07,0.09,0.11,19928.0,38.42,2.63,1.88,5.79,1.2,12.64,28.85,2.6,2.63,2.6,48.0,5.0,2.0,55.0,4.0,4.0,0.0,1.0,0.0,7.0,37.0,44.0,49.0,13.0,26.0,181.0,41.0,37.0,30.0,43.0,8.0,2.0,1.12,1.09,0.43,3.0,0.0,1.0,55.0,53.0,53.0,25.0,0.44,0.4,0.38,2.7,2.7,2.68,305.39,32.59,28.68,63.21,10.29,194.43,99.79,31.15,32.59,31.15,314.0,115.0,156.0,585.0,38.0,33.0,5.0,67.0,14.0,157.0,120.0,276.0,391.0,13.0,26.0,180.0,24.0,7.0,38.0,313.0,85.0,31.0,7.89,10.2,14.5,8.0,11.0,19.0,585.0,429.0,429.0,1.0,7.41,5.57,5.22,34.78,34.78,33.72
84,VAN,2019,VAN,VAN,Team Level,5on4,69,0.88,0.88,0.87,21783.0,305.27,36.86,26.73,62.67,10.09,195.9,103.75,34.48,36.86,34.48,312.0,124.0,153.0,589.0,52.0,15.0,4.0,52.0,12.0,163.0,142.0,260.0,384.0,11.0,28.0,226.0,24.0,20.0,47.0,332.0,51.0,53.0,7.98,6.04,22.84,11.0,12.0,29.0,589.0,436.0,436.0,9.0,6.98,5.22,5.22,38.62,38.62,37.16,49.15,5.03,2.79,6.47,1.56,16.9,34.25,5.0,5.03,5.0,59.0,8.0,14.0,81.0,3.0,1.0,0.0,8.0,1.0,9.0,45.0,56.0,64.0,16.0,38.0,150.0,46.0,49.0,34.0,43.0,16.0,8.0,1.08,2.04,1.92,0.0,1.0,2.0,81.0,67.0,67.0,30.0,0.64,0.23,0.23,5.44,5.44,5.43
623,VAN,2022,VAN,VAN,Team Level,4on5,82,0.12,0.11,0.12,21113.0,50.38,6.39,2.88,6.96,1.5,14.89,31.38,6.28,6.39,6.28,56.0,8.0,9.0,73.0,10.0,2.0,0.0,3.0,0.0,4.0,45.0,46.0,54.0,10.0,20.0,177.0,77.0,38.0,19.0,37.0,15.0,12.0,1.34,2.1,2.94,3.0,3.0,4.0,73.0,64.0,64.0,18.0,0.65,0.29,0.29,6.75,6.75,6.65,345.27,47.05,32.76,72.54,11.58,201.83,107.22,43.74,47.05,43.74,335.0,138.0,137.0,610.0,58.0,49.0,10.0,50.0,12.0,162.0,142.0,277.0,415.0,12.0,22.0,227.0,19.0,17.0,41.0,306.0,110.0,57.0,8.41,12.94,25.7,13.0,13.0,32.0,610.0,473.0,473.0,3.0,8.56,12.18,11.84,43.78,43.78,41.92
350,VAN,2021,VAN,VAN,Team Level,other,82,0.54,0.53,0.52,9925.0,160.03,37.76,10.95,27.85,5.39,82.53,54.5,33.92,37.76,33.92,169.0,50.0,64.0,283.0,30.0,17.0,6.0,31.0,7.0,71.0,63.0,139.0,189.0,8.0,19.0,121.0,23.0,28.0,18.0,102.0,67.0,50.0,4.36,8.53,24.88,6.0,3.0,21.0,283.0,219.0,219.0,6.0,3.13,6.05,6.05,34.84,34.84,32.23,145.68,31.99,10.2,24.55,4.76,77.62,50.87,29.16,31.99,29.16,150.0,50.0,49.0,249.0,31.0,8.0,2.0,21.0,6.0,72.0,62.0,119.0,169.0,7.0,17.0,119.0,29.0,15.0,13.0,104.0,58.0,38.0,4.15,7.26,20.58,5.0,9.0,17.0,249.0,200.0,200.0,5.0,3.02,2.33,2.33,32.68,32.68,29.87
221,VAN,2020,VAN,VAN,Team Level,all,56,0.45,0.47,0.47,203354,1576.87,148.37,107.91,362.07,53.45,907.72,658.47,142.53,148.17,142.32,1629,609,727,2965,148,100,20,391,66,643,890,1481,2090,202,471,1655,1063,381,530,1662,437,139,47.44,52.02,48.91,47,55,46,2947.82,2238,2229.98,361,23.69,23.93,23.93,148.13,148.07,144.71,1831.18,183.59,131.88,403.16,60.9,1042.49,742.98,177.43,185.24,179.02,1870,695,805,3370,187,128,28,458,79,800,913,1683,2378,185,424,1507,1173,321,493,1829,565,171,54.86,68.15,60.58,54,69,64,3414.44,2565,2588.66,339,29.03,28.16,28.55,184.07,185.38,181.18
351,VAN,2021,VAN,VAN,Team Level,all,82,0.5,0.5,0.5,299031.0,2540.92,249.26,174.87,579.49,85.07,1447.01,1041.3,238.15,249.75,238.62,2623.0,954.0,1205.0,4782.0,246.0,198.0,39.0,600.0,91.0,1095.0,1347.0,2377.0,3331.0,273.0,619.0,2403.0,1901.0,558.0,606.0,2660.0,684.0,233.0,79.77,81.95,87.55,96.0,70.0,80.0,4777.31,3577.0,3579.56,377.0,38.52,47.07,47.29,240.5,240.7,234.09,2532.2,251.24,176.89,574.15,83.91,1428.92,1035.89,241.42,252.47,242.62,2612.0,939.0,1176.0,4727.0,231.0,196.0,34.0,624.0,94.0,1125.0,1281.0,2381.0,3320.0,293.0,635.0,2222.0,1869.0,513.0,624.0,2573.0,744.0,234.0,76.51,89.48,85.26,74.0,84.0,73.0,4751.14,3551.0,3565.81,369.0,39.05,43.17,43.29,247.0,247.97,240.98
352,VAN,2021,VAN,VAN,Team Level,5on5,82,0.49,0.5,0.5,244761.0,1982.38,160.59,130.19,471.88,66.06,1130.47,833.82,155.72,161.07,156.19,2036.0,757.0,956.0,3749.0,157.0,148.0,24.0,500.0,64.0,841.0,1083.0,1879.0,2636.0,245.0,560.0,1856.0,1788.0,452.0,512.0,2165.0,501.0,127.0,64.93,59.71,35.95,74.0,54.0,29.0,3744.31,2793.0,2795.56,339.0,26.74,30.93,31.15,156.18,156.38,154.03,1985.31,166.18,133.47,471.48,66.1,1123.34,835.43,161.51,167.41,162.72,2052.0,744.0,976.0,3772.0,143.0,142.0,20.0,519.0,67.0,876.0,1049.0,1909.0,2653.0,266.0,578.0,1710.0,1755.0,435.0,545.0,2100.0,567.0,129.0,62.68,68.13,35.38,61.0,61.0,21.0,3796.14,2796.0,2810.81,339.0,27.55,28.77,28.89,164.86,165.82,163.27
353,VAN,2021,VAN,VAN,Team Level,4on5,82,0.1,0.12,0.13,21525.0,53.41,5.28,2.8,7.2,1.63,17.47,38.6,5.14,5.28,5.14,58.0,15.0,11.0,84.0,3.0,2.0,0.0,4.0,0.0,13.0,51.0,55.0,70.0,13.0,26.0,182.0,72.0,58.0,29.0,53.0,14.0,6.0,1.45,2.06,1.77,1.0,1.0,1.0,84.0,73.0,73.0,27.0,0.64,0.68,0.68,5.24,5.24,5.2,343.16,47.25,30.27,70.27,11.31,208.97,108.93,44.97,47.25,44.97,340.0,137.0,144.0,621.0,51.0,45.0,12.0,77.0,20.0,162.0,122.0,289.0,426.0,15.0,30.0,218.0,22.0,21.0,44.0,315.0,105.0,57.0,8.2,12.38,26.67,7.0,12.0,32.0,621.0,477.0,477.0,7.0,7.8,11.91,11.91,43.14,43.14,41.53
354,VAN,2021,VAN,VAN,Team Level,5on4,82,0.89,0.89,0.86,22820.0,345.12,45.63,30.93,72.55,11.99,216.53,114.37,43.36,45.63,43.36,360.0,132.0,174.0,666.0,56.0,31.0,9.0,65.0,20.0,170.0,150.0,304.0,436.0,7.0,14.0,244.0,18.0,20.0,47.0,340.0,102.0,50.0,9.03,11.66,24.94,15.0,12.0,29.0,666.0,492.0,492.0,5.0,8.01,9.41,9.41,44.23,44.23,42.63,58.05,5.82,2.95,7.84,1.75,18.99,40.66,5.77,5.82,5.77,70.0,8.0,7.0,85.0,6.0,1.0,0.0,7.0,1.0,15.0,48.0,64.0,72.0,5.0,10.0,175.0,63.0,42.0,22.0,54.0,14.0,10.0,1.48,1.7,2.63,1.0,2.0,3.0,85.0,78.0,78.0,18.0,0.67,0.16,0.16,6.33,6.33,6.31
667,VAN,2023,VAN,VAN,Team Level,5on5,82,0.52,0.51,0.51,238102.0,1926.14,168.13,128.22,486.91,65.19,1052.22,767.32,161.31,170.86,163.98,1765.0,903.0,1085.0,3753.0,187.0,197.0,29.0,391.0,6.0,892.0,995.0,1578.0,2481.0,261.0,584.0,1764.0,2026.0,404.0,417.0,2020.0,456.0,192.0,57.4,57.26,53.47,84.0,68.0,35.0,3844.7,2668.0,2726.84,280.0,26.63,41.79,42.0,152.76,155.67,153.01,1843.21,153.65,118.59,471.32,63.67,990.85,747.92,147.84,152.17,146.41,1753.0,793.0,998.0,3544.0,138.0,204.0,17.0,368.0,4.0,895.0,937.0,1615.0,2408.0,264.0,584.0,1636.0,1752.0,320.0,447.0,1952.0,419.0,175.0,51.83,53.02,48.8,62.0,48.0,28.0,3470.96,2546.0,2506.56,247.0,24.67,40.42,40.56,137.76,136.29,133.93
668,VAN,2023,VAN,VAN,Team Level,4on5,82,0.13,0.12,0.14,24561.0,62.07,6.39,2.9,9.21,1.96,19.24,42.3,6.17,6.39,6.17,70.0,12.0,9.0,91.0,7.0,5.0,2.0,3.0,0.0,16.0,51.0,63.0,75.0,15.0,30.0,211.0,77.0,60.0,26.0,60.0,10.0,12.0,1.56,1.21,3.62,2.0,1.0,4.0,91.0,82.0,82.0,26.0,0.66,1.66,1.66,5.39,5.39,5.37,357.79,42.79,32.7,77.14,11.72,209.63,110.01,40.21,42.79,40.21,359.0,125.0,179.0,663.0,44.0,44.0,6.0,63.0,2.0,199.0,132.0,315.0,440.0,18.0,36.0,227.0,29.0,13.0,49.0,338.0,91.0,55.0,9.37,10.98,22.44,8.0,13.0,23.0,663.0,484.0,484.0,11.0,8.43,9.91,9.86,41.36,41.36,39.7
224,VAN,2020,VAN,VAN,Team Level,5on4,56,0.83,0.88,0.85,14923,211.73,24.46,18.69,43.33,7.28,139.2,72.03,23.04,24.46,23.04,210,95,118,423,24,13,4,39,7,111,111,186,281,17,34,150,8,15,40,209,69,27,5.52,8.05,10.9,5,7,12,423.0,305,305.0,6,4.81,3.43,3.43,25.84,25.84,24.75,39.44,4.98,2.35,5.1,1.19,12.89,27.49,4.96,4.98,4.96,45,9,4,58,4,1,1,6,0,7,36,41,50,4,8,101,49,39,22,29,19,6,0.88,2.41,1.7,0,2,2,58.0,54,54.0,20,0.53,0.34,0.34,5.17,5.17,5.17
223,VAN,2020,VAN,VAN,Team Level,4on5,56,0.09,0.13,0.14,17295,42.26,2.76,1.84,5.62,1.25,13.64,32.88,2.69,2.76,2.69,48,10,8,66,4,0,0,3,2,7,42,44,54,8,16,155,27,36,31,49,6,3,1.14,0.76,0.86,2,1,1,66.0,58,58.0,27,0.43,0.0,0.0,3.19,3.19,3.11,257.29,27.73,23.83,52.11,9.02,165.82,84.49,26.19,27.73,26.19,264,99,95,458,32,24,5,75,16,125,91,232,331,7,14,161,16,12,26,267,64,32,6.06,7.46,14.21,7,6,19,458.0,363,363.0,2,6.05,5.48,5.21,28.58,28.58,27.07
222,VAN,2020,VAN,VAN,Team Level,5on5,56,0.45,0.46,0.47,162088,1238.69,103.1,81.65,297.6,42.28,707.24,525.13,99.92,102.9,99.72,1295,462,560,2317,103,83,16,336,48,485,702,1192,1654,176,419,1264,1013,317,450,1334,337,86,38.21,40.14,24.75,37,43,23,2299.82,1757,1748.98,322,16.81,18.87,18.87,101.05,100.99,99.59,1439.84,127.15,99.06,330.62,47.52,811.14,600.51,123.27,128.8,124.86,1477,539,680,2696,131,96,20,365,59,615,750,1346,1885,170,394,1186,1096,265,432,1472,442,102,45.62,53.69,27.84,45,58,28,2740.44,2016,2039.66,307,20.5,20.81,21.46,126.17,127.49,125.36
779,VGK,2023,VGK,VGK,Team Level,5on4,82,0.87,0.86,0.85,24333.0,356.46,39.72,31.82,76.47,11.66,212.11,111.22,38.04,39.72,38.04,361.0,122.0,179.0,662.0,48.0,35.0,6.0,64.0,1.0,171.0,164.0,313.0,435.0,19.0,38.0,241.0,26.0,27.0,47.0,345.0,85.0,53.0,8.19,10.19,21.33,9.0,11.0,28.0,662.0,483.0,483.0,6.0,8.17,7.39,7.38,40.5,40.5,39.37,65.68,5.86,3.32,10.31,2.05,21.06,45.4,5.8,5.86,5.8,76.0,12.0,16.0,104.0,7.0,4.0,0.0,10.0,0.0,17.0,50.0,69.0,81.0,6.0,12.0,193.0,94.0,61.0,37.0,65.0,15.0,8.0,1.95,1.77,2.13,2.0,3.0,2.0,104.0,88.0,88.0,32.0,0.76,0.92,0.92,5.69,5.69,5.68
330,VGK,2021,VGK,VGK,Team Level,other,82,0.51,0.53,0.51,9464.0,150.76,36.13,11.34,25.77,4.89,82.1,47.76,32.95,36.13,32.95,167.0,41.0,81.0,289.0,34.0,15.0,2.0,24.0,10.0,72.0,53.0,133.0,174.0,3.0,6.0,149.0,32.0,38.0,19.0,112.0,45.0,51.0,4.55,5.31,26.28,8.0,9.0,17.0,289.0,208.0,208.0,10.0,3.25,5.23,5.23,34.15,34.15,32.43,145.64,34.8,9.95,26.25,4.92,74.31,50.75,32.48,34.8,32.48,144.0,57.0,59.0,260.0,26.0,18.0,4.0,23.0,6.0,61.0,67.0,118.0,175.0,8.0,16.0,106.0,34.0,27.0,19.0,109.0,41.0,51.0,4.16,5.19,25.45,5.0,3.0,18.0,260.0,201.0,201.0,5.0,2.92,4.77,4.77,32.95,32.95,31.27
331,VGK,2021,VGK,VGK,Team Level,all,82,0.51,0.52,0.53,298785.0,2742.27,266.57,193.39,639.68,90.14,1526.72,1106.52,254.64,267.9,255.94,2830.0,993.0,1241.0,5064.0,262.0,236.0,35.0,640.0,112.0,1268.0,1305.0,2568.0,3561.0,250.0,556.0,2348.0,1680.0,742.0,723.0,2793.0,756.0,274.0,80.11,92.47,93.98,85.0,94.0,83.0,5098.31,3823.0,3841.29,362.0,42.43,51.13,51.13,257.87,259.36,252.9,2424.25,252.35,170.59,547.57,79.0,1333.71,973.79,242.05,252.53,242.21,2459.0,898.0,1310.0,4667.0,244.0,213.0,47.0,454.0,87.0,1072.0,1287.0,2215.0,3113.0,246.0,559.0,2412.0,2534.0,676.0,659.0,2384.0,700.0,273.0,68.69,87.13,96.51,80.0,86.0,78.0,4653.19,3357.0,3352.81,325.0,37.69,49.64,49.68,240.36,239.97,234.34
776,VGK,2023,VGK,VGK,Team Level,all,82,0.5,0.49,0.5,298515.0,2582.23,251.62,176.49,618.03,86.71,1395.64,1021.5,240.35,253.33,242.01,2548.0,1002.0,1432.0,4982.0,263.0,266.0,32.0,518.0,6.0,1261.0,1236.0,2285.0,3287.0,237.0,529.0,2314.0,2020.0,690.0,565.0,2617.0,641.0,292.0,76.05,78.48,97.09,94.0,83.0,86.0,5023.75,3550.0,3577.38,265.0,39.04,57.77,57.82,232.84,234.4,228.64,2609.95,248.13,176.92,640.99,89.8,1426.08,1034.09,236.08,248.2,236.15,2487.0,1129.0,1611.0,5227.0,243.0,263.0,30.0,487.0,6.0,1340.0,1277.0,2244.0,3373.0,275.0,597.0,2296.0,2135.0,616.0,562.0,2729.0,619.0,268.0,77.09,76.2,94.82,90.0,73.0,80.0,5219.78,3616.0,3616.81,282.0,39.29,53.61,53.64,233.77,233.83,226.27
775,VGK,2023,VGK,VGK,Team Level,other,82,0.5,0.51,0.5,8068.0,124.46,29.08,9.32,22.2,4.16,66.55,39.69,27.47,29.08,27.47,117.0,54.0,70.0,241.0,31.0,7.0,0.0,15.0,1.0,71.0,46.0,86.0,140.0,7.0,15.0,95.0,26.0,26.0,23.0,84.0,43.0,44.0,3.48,5.02,20.58,2.0,7.0,22.0,241.0,171.0,171.0,10.0,2.67,2.18,2.18,29.57,29.57,28.16,125.97,29.5,8.73,23.47,4.41,64.21,41.68,26.95,29.5,26.95,128.0,44.0,56.0,228.0,33.0,10.0,0.0,10.0,1.0,64.0,54.0,95.0,139.0,8.0,17.0,112.0,28.0,17.0,11.0,89.0,38.0,45.0,3.33,4.45,21.73,5.0,6.0,22.0,228.0,172.0,172.0,2.0,2.58,3.28,3.28,28.81,28.81,26.7
332,VGK,2021,VGK,VGK,Team Level,5on5,82,0.52,0.53,0.54,249146.0,2218.38,188.51,149.72,537.57,72.98,1233.71,917.52,181.6,189.84,182.9,2279.0,821.0,1047.0,4147.0,183.0,179.0,24.0,558.0,89.0,1032.0,1059.0,2096.0,2917.0,232.0,520.0,1860.0,1582.0,630.0,615.0,2306.0,625.0,169.0,65.95,75.92,46.65,70.0,73.0,40.0,4181.31,3100.0,3118.29,325.0,30.97,36.35,36.57,182.9,184.38,180.86,1919.46,170.93,130.04,451.31,62.67,1059.72,788.32,165.02,171.12,165.19,1954.0,709.0,1077.0,3740.0,166.0,157.0,32.0,380.0,69.0,847.0,1044.0,1788.0,2497.0,221.0,509.0,1953.0,2401.0,567.0,561.0,1945.0,555.0,163.0,56.53,69.08,45.31,65.0,68.0,33.0,3726.19,2663.0,2658.81,295.0,26.93,33.36,33.36,164.51,164.11,161.6
778,VGK,2023,VGK,VGK,Team Level,4on5,82,0.12,0.12,0.15,21599.0,62.2,6.11,3.2,8.68,1.95,19.54,43.53,5.93,6.11,5.93,63.0,20.0,11.0,94.0,8.0,3.0,1.0,1.0,0.0,15.0,56.0,55.0,75.0,7.0,17.0,148.0,66.0,64.0,14.0,58.0,14.0,11.0,1.52,1.84,2.75,1.0,3.0,4.0,94.0,83.0,83.0,13.0,0.75,0.92,0.92,5.93,5.93,5.83,354.2,46.61,31.33,77.07,11.74,209.01,109.25,43.43,46.61,43.43,321.0,164.0,186.0,671.0,40.0,42.0,5.0,60.0,0.0,194.0,149.0,281.0,445.0,20.0,43.0,194.0,21.0,12.0,44.0,330.0,91.0,64.0,8.77,10.63,27.22,4.0,10.0,26.0,671.0,485.0,485.0,5.0,8.23,9.01,8.8,46.04,46.04,43.49
777,VGK,2023,VGK,VGK,Team Level,5on5,82,0.52,0.49,0.49,244515.0,2039.1,176.72,132.15,510.67,68.95,1097.44,827.07,168.92,178.43,170.59,2007.0,806.0,1172.0,3985.0,176.0,221.0,25.0,438.0,4.0,1004.0,970.0,1831.0,2637.0,204.0,459.0,1830.0,1902.0,573.0,481.0,2130.0,499.0,184.0,62.86,61.44,52.43,82.0,62.0,32.0,4026.75,2813.0,2840.38,236.0,27.46,47.27,47.34,156.85,158.41,155.28,2064.1,166.15,133.54,530.14,71.61,1131.79,837.76,159.89,166.23,159.98,1962.0,909.0,1353.0,4224.0,163.0,207.0,25.0,407.0,5.0,1065.0,1024.0,1799.0,2708.0,241.0,525.0,1797.0,1992.0,526.0,470.0,2245.0,475.0,151.0,63.04,59.36,43.75,79.0,54.0,30.0,4216.78,2871.0,2871.81,243.0,27.7,40.39,40.64,153.23,153.27,150.4
131,VGK,2019,VGK,VGK,Team Level,all,71,0.53,0.54,0.54,258829.0,2428.96,222.85,170.38,564.28,79.74,1352.09,982.98,213.76,222.74,213.72,2448.0,929.0,1069.0,4446.0,224.0,203.0,32.0,573.0,67.0,1124.0,1187.0,2224.0,3153.0,240.0,512.0,2104.0,1905.0,683.0,606.0,2495.0,673.0,209.0,74.89,80.91,67.05,78.0,80.0,66.0,4460.28,3377.0,3383.73,272.0,37.42,43.52,43.6,216.35,216.45,211.53,2038.84,200.55,143.3,467.99,67.68,1138.22,817.71,189.98,201.19,190.62,2079.0,763.0,952.0,3794.0,209.0,190.0,40.0,381.0,69.0,934.0,1059.0,1870.0,2633.0,219.0,466.0,2100.0,1873.0,581.0,661.0,2107.0,516.0,219.0,60.35,63.46,76.75,70.0,67.0,72.0,3802.48,2842.0,2848.71,381.0,31.76,43.32,43.63,188.22,188.8,183.45
